book_id,descr,descr_vecs
1723,"#1 NEW YORK TIMES BESTSELLER • The eighth book in Diana Gabaldon’s acclaimed Outlander saga, the basis for the Starz original series. “Features all the passion and swashbuckling that fans of this historical fantasy series have come to expect.”—People 1778: France declares war on Great Britain, the British army leaves Philadelphia, and George Washington’s troops leave Valley Forge in pursuit. At this moment, Jamie Fraser returns from a presumed watery grave to discover that his best friend has married his wife, his illegitimate son has discovered (to his horror) who his father really is, and his beloved nephew, Ian, wants to marry a Quaker. Meanwhile, Jamie’s wife, Claire Randall, and his sister, Jenny, are busy picking up the pieces. The Frasers can only be thankful that their daughter Brianna and her family are safe in twentieth-century Scotland. Or not. In fact, Brianna is searching for her own son, who was kidnapped by a man determined to learn her family’s secrets. Her husband, Roger, has ventured into the past in search of the missing boy . . . never suspecting that the object of his quest has not left the present. Now, with Roger out of the way, the kidnapper can focus on his true target: Brianna herself. NAMED ONE OF THE BEST BOOKS OF THE YEAR BY BOOKLIST","[-0.03918815 -0.3035576  -0.15511504  0.07517261  0.01124075  0.28936264
  0.15991226  0.15177232  0.12477059  0.14860186  0.11224104  0.03720096
 -0.3751614  -0.13290371 -0.21206851 -0.13560097 -0.02996232  0.16941136
  0.03691293 -0.03875552 -0.20487474  0.11661891  0.06999776 -0.13156146
  0.17089778 -0.00074651  0.302572    0.28055397  0.15238416  0.0861499
  0.07392316 -0.00551428  0.3661244  -0.0770542  -0.0357991  -0.04019811
  0.11967811  0.04286987 -0.18186915  0.08602525 -0.21839654  0.14828023
 -0.12030963  0.12104934 -0.00952374  0.06083977 -0.08102306  0.33958608
  0.23192897  0.02033481 -0.39546895  0.01851652 -0.07466546  0.01643365
 -0.08965339 -0.03031564 -0.04059764 -0.03532263  0.1325685  -0.17304337
  0.11248152 -0.47189415  0.1169277  -0.01016043  0.05102432 -0.10917902
  0.08385438 -0.18430421  0.10120579  0.138635    0.12000008  0.18321997
  0.10853146 -0.09526593 -0.14054576 -0.23207963 -0.3296477  -0.27323276
 -0.08573774 -0.2946788  -0.04334176 -0.03433297 -0.41102013 -0.15923646
 -0.06527895  0.13001642  0.10823847  0.19645856 -0.33667     0.324492
 -0.09665971 -0.04557899  0.63625044  0.22552791 -0.2036181   0.22032608]"
1724,Alpha wolf Calla Tor forges an alliance with her masters' enemies and tries to rescue her pack from imprisonment in Vail.,"[-0.36006194  0.07553092 -0.03940645 -0.09259949 -0.00754747 -0.10897952
  0.5666164   0.18591416  0.19772653  0.2237403  -0.02511808 -0.31854427
 -0.22577292 -0.27737328  0.01257358  0.10499693 -0.3878873   0.14903054
  0.3302907  -0.02624241 -0.4183304  -0.04137137 -0.12098172 -0.33919966
  0.43695492 -0.07941449  0.5284468   0.21938123 -0.15487058  0.18780157
 -0.07703505  0.0429073   0.18942569 -0.07075907  0.03568648 -0.12808943
  0.3661446   0.10783917 -0.20447439  0.00121957 -0.16263083  0.06722861
  0.00795215  0.20951732 -0.22078541  0.05936808  0.02471954  0.25369906
  0.30272135 -0.3723477  -0.251627   -0.07016271  0.354798   -0.4877069
 -0.37283573  0.00411852 -0.4357155  -0.13761863  0.07914326 -0.23126177
 -0.16734357 -0.17011452  0.21659516 -0.33644262  0.35914388  0.2502927
  0.17948268 -0.12180912  0.01891409  0.29841158  0.31412873  0.09640543
  0.24584027 -0.24721481 -0.06301469 -0.12875271 -0.3739696  -0.22488473
 -0.15768301 -0.2667424  -0.04467984  0.25001907 -0.56951296 -0.00206261
  0.2937854   0.07503647  0.02127786  0.10426842 -0.49878702  0.3979547
 -0.20566115 -0.03152438  0.7358365   0.33316156 -0.20626894  0.0947684 ]"
1725,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
1726,"Ferocious Captain Firebeard may think that he and the cruel crew of the Horrible Haddock rule the high seas - but he hasn't reckoned on a small, daring girl called Molly. And he certainly should never have kidnapped her! Molly soon proves to be sharper and quicker than any of the pirate gang's cutlasses. And before long, Firebeard must face his comeuppance - the fury of her fearsome mum! Ages 3+","[ 0.01340835 -0.25732595 -0.19140951  0.06822813 -0.09486691  0.17011006
  0.08856849  0.08747284  0.18787007  0.27910182  0.10569938  0.06842253
 -0.40410638 -0.13577172 -0.1472775   0.07382049  0.20010653  0.10145856
  0.00518225 -0.02596362 -0.12898457  0.12570886 -0.00812394 -0.35640147
 -0.02727597 -0.10169526  0.26904827  0.13671789  0.12519541  0.25500455
  0.02391164 -0.0725337   0.34744248 -0.11370431 -0.02728343 -0.14864485
 -0.06236812 -0.15122868 -0.02969255  0.1357121  -0.20844774  0.04902883
 -0.16834989  0.13656926  0.0889373   0.02380422 -0.01002831  0.24988434
  0.2237008  -0.0015609  -0.39737868  0.2815707  -0.17916824 -0.10983425
  0.0556196  -0.03000563  0.13527639 -0.00243262  0.01547818 -0.08275444
  0.07961957 -0.45542616 -0.06060346  0.10259886  0.10781654 -0.12794992
  0.12395062 -0.17480245  0.1848031   0.14637442 -0.08981511  0.35014302
 -0.06144752  0.00153099  0.07330779 -0.210129   -0.08867968 -0.23310328
 -0.1196352   0.15625544 -0.19572479 -0.12311554 -0.19613527 -0.20917578
 -0.01864262  0.15925968  0.0561381   0.12039679 -0.23731902  0.2801279
  0.04480869  0.01575695  0.46006283  0.292834   -0.19983913 -0.06295849]"
1727,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
1728,"""Agnieszka loves her valley home in a quiet village. But the corrupted Wood stands on the border, full of malevolent power, and its shadow lies over her life. Her people rely on the cold, driven wizard known only as the Dragon to keep the Wood's dark forces at bay. But he demands a terrible price for his assistance: every ten years, one young woman must be handed over to serve him without question. The next choosing is fast approaching, and Agnieszka knows--everyone knows--that the Dragon will take Kasia: beautiful, graceful, brave Kasia, all the things Agnieszka isn't, and her dearest friend in the world. And there is no way to save her. But when the Dragon comes, it is not Kasia he will choose.""--Back cover.","[-0.04650563 -0.19424754 -0.12848842  0.20310238 -0.11619257  0.2690236
  0.19372405 -0.01632689  0.1852054   0.1942406   0.30366385 -0.01886834
 -0.32761288 -0.10778973 -0.18494837 -0.20246466  0.02686891  0.08176973
  0.04162697 -0.10510233 -0.16221112  0.1339191   0.02016803 -0.22468093
 -0.05707353  0.05521901  0.2229903   0.20776483  0.26740307  0.17751671
 -0.03137361  0.06562277  0.38350034 -0.23952816  0.00991269 -0.0765214
  0.12894149 -0.05416056 -0.0485387   0.22517198 -0.26029587  0.23431973
 -0.07087611  0.04200865  0.03849612  0.10960169  0.11444411  0.28442907
  0.2867817  -0.00240553 -0.356408    0.19105417 -0.06080332 -0.08739277
  0.076874    0.09519071 -0.15263474 -0.00898398  0.11650804 -0.04413879
  0.16785993 -0.4222161  -0.00750479 -0.03673339  0.13928236 -0.0451043
  0.01272807 -0.25030142  0.09218402 -0.04938164  0.0325426   0.18123925
 -0.00521218 -0.02815376 -0.16567971 -0.23552741 -0.18907043 -0.28500605
 -0.00544211 -0.24365982 -0.140302   -0.0999532  -0.43496674 -0.13448963
 -0.11611804  0.19951893  0.02246353  0.06903185 -0.19511221  0.29370153
 -0.00679564 -0.15373568  0.51917976  0.16757137 -0.2409802   0.0514663 ]"
1729,None,"[-2.0151265  -0.5475724  -0.34907195  0.06797177 -0.6386244  -0.07909918
  0.5382699   0.2399975  -1.0482233  -0.99053377  1.2759348   0.1396097
  0.5813868   1.508919   -0.25044075  0.94502676 -0.8532129  -1.7825289
  0.30327588  0.13694471 -0.08080913  1.6327952   0.2949224  -1.5976578
  0.3720469   0.78044456  0.08054352  0.8171373  -0.4894435   0.6375451
 -0.5110781  -0.09524089  1.5602906  -0.55652034 -0.35836172 -1.2476404
  0.506914   -0.69409955  0.38579398  1.6935374  -1.0081066   0.39384592
  0.49307752  0.0072014  -0.22553656 -1.620474   -1.0460374   1.2747433
  0.02331781 -0.256688    0.63050723  1.1033481   0.87546855 -1.3073437
  0.27957934 -1.4245371   1.1520602  -0.380946   -0.14104547  0.16022706
 -0.49056572  0.29169887 -0.66013175  0.09255859  1.5342916   0.5682583
 -0.06567673 -0.4766092   1.1643381   0.03793895 -0.49418998 -0.4988321
  1.8710673  -0.79205114 -0.02732884 -0.8423415  -0.03406318 -0.08453797
  0.60199976 -0.8070576  -0.9596926  -0.6179585  -1.0062473  -1.2268089
  1.3424575   1.033446    0.9300915   0.63386846  0.47207513 -0.13889848
 -1.873177   -0.19239074  2.8596385   0.31981122  0.30252454  1.5506909 ]"
1730,"From the author of Ready Player One, a rollicking alien invasion thriller that embraces and subverts science-fiction conventions as only Ernest Cline could. Zack Lightman has never much cared for reality. He vastly prefers the countless science-fiction movies, books, and videogames he's spent his life consuming. And too often, he catches himself wishing that some fantastic, impossible, world-altering event could arrive to whisk him off on a grand spacefaring adventure. So when he sees the flying saucer, he's sure his years of escapism have finally tipped over into madness. Especially because the alien ship he's staring at is straight out of his favorite videogame, a flight simulator callled Armada--in which gamers just happen to be protecting Earth from alien invaders. As impossible as it seems, what Zack's seeing is all too real. And it's just the first in a blur of revlations that will force him to question everything he thought he knew about Earth's history, its future, even his own life--and to play the hero for real, with humanity's life in the balance. But even through the terror and exhilaration, he can't help thinking: Doesn't something about this scenario feel a little bit like...well...fiction? At once reinventing and paying homage to science-fiction classics as only Ernest Cline can, Armada is a rollicking, surprising thriller, a coming-of-age adventure, and an alien invasion tale like nothing you've ever read before.","[ 0.0657816  -0.22063857  0.0280965   0.01364747 -0.00358098  0.20588037
  0.25996983  0.0941307   0.19620287  0.13339175  0.02069758 -0.15681626
 -0.22601826 -0.10910627 -0.15939501 -0.10024933  0.1261991   0.06086107
 -0.04775831 -0.02372343 -0.03025248  0.23596188  0.0348302  -0.26897392
 -0.01661018 -0.04732833  0.41333753  0.13574076  0.18638948  0.16930638
 -0.06813203 -0.04101775  0.28104955 -0.18081774  0.13429932 -0.23908179
  0.12274255 -0.17173015  0.02907398 -0.07021637 -0.24223937  0.19926296
 -0.01719885  0.04902764  0.14255637 -0.06138263 -0.04864221  0.10596583
  0.1194613  -0.01543054 -0.30306527  0.211921   -0.06881459 -0.05520733
 -0.13621701 -0.0652329  -0.03171616 -0.00840688  0.04766652 -0.12618451
  0.10044926 -0.29671067 -0.07084387 -0.09514051  0.08330596 -0.01996789
  0.17848933 -0.25820962  0.16918871  0.11877786  0.01026209  0.0928701
  0.03518275 -0.03211458 -0.19364212 -0.19312707 -0.07281876 -0.21394746
  0.03405545 -0.17334482 -0.11341997 -0.15021865 -0.16504821 -0.06590377
 -0.03925217  0.27821633  0.13355003  0.06957173 -0.11573628  0.34807622
  0.03402119 -0.07029167  0.4440325   0.32918593 -0.31072766  0.00065891]"
1731,"As reluctant savior Arlen Bales denies he is the Deliverer, the one prophesied to unite the remnants of humanity against the army of demons that rises each night, Ahmann Jardir initiates a bitter rivalry with Arlen when he claims the title for himself.","[ 1.37551591e-01 -2.11605772e-01 -8.23216215e-02  1.10034510e-01
  2.11467985e-02 -2.42766757e-02  4.25939113e-01  5.41373529e-02
  9.06900242e-02  2.57358611e-01  7.33562037e-02  1.20378308e-01
 -2.13927597e-01 -3.14245701e-01 -2.69942254e-01 -4.60142970e-01
 -1.24873750e-01  4.95583534e-01  2.75057158e-03 -4.59743999e-02
 -1.54266089e-01  8.14530812e-03 -3.64821017e-01 -3.58403862e-01
  3.16163540e-01 -1.16711318e-01  4.90147084e-01  1.50821865e-01
  3.91894788e-01  2.06028447e-01 -1.13987505e-01  5.09184562e-02
  4.76108640e-01 -3.44471559e-02 -1.42596766e-01 -3.00306886e-01
  1.82629943e-01  2.22311854e-01 -1.60474837e-01  1.93501096e-02
 -1.15422476e-02  3.24119329e-01 -3.17998320e-01  2.38297418e-01
 -2.00246438e-01  2.29085967e-01  2.68508196e-01  3.09647560e-01
  1.71677023e-02 -9.68518704e-02 -5.02146363e-01 -1.13422446e-01
  1.82298467e-01  3.93322743e-02 -2.72920430e-01  1.26856133e-01
  4.96611111e-02  7.86015168e-02  2.00241998e-01 -2.16413718e-02
  1.93812937e-01 -4.59885061e-01 -1.43521190e-01 -1.29602969e-01
 -4.85466880e-05 -8.84294212e-02  2.74126977e-01 -1.07005328e-01
  1.78452179e-01  2.51104087e-01  3.09184268e-02  1.92979828e-01
  1.90450102e-01 -1.61991552e-01 -2.79243648e-01 -2.50850111e-01
 -2.92947561e-01 -2.61561573e-01 -1.76145762e-01 -5.14645755e-01
 -5.32719716e-02 -8.69982690e-03 -4.23594922e-01 -2.57666916e-01
  6.41103610e-02 -2.31880303e-02 -6.62141666e-02  4.23663342e-03
 -2.50356019e-01  3.02304566e-01 -9.36136469e-02 -1.12736568e-01
  6.21549785e-01  1.96436659e-01 -1.47812143e-01  2.01852813e-01]"
1732,"A young woman investigates an accidental death at a London tube station, and finds herself of a ship bound for South Africa... Pretty, young Anne came to London looking for adventure. In fact, adventure comes looking for her - and finds her immediately at Hyde Park Corner tube station. Anne is present on the platform when a thin man, reeking of mothballs, loses his balance and is electocuted on the rails. The Scotland Yard verdict is accidental death. But Anne is not satisfied. After all, who was the man in the brown suit who examined the body? And why did he race off, leaving a cryptic message behind: '17-122 Kilmorden Castle'?","[ 8.74233097e-02 -2.05951914e-01 -9.24480781e-02  6.66926652e-02
  1.82829443e-02  2.97332436e-01  2.20651969e-01  1.60932690e-01
  2.73553193e-01  7.28539005e-02  1.64220601e-01 -2.82210205e-02
 -3.93602878e-01  3.75307538e-02 -1.94078371e-01 -7.03256652e-02
 -2.53885537e-01  4.34841588e-02  2.52266508e-02  3.09311021e-02
 -1.70169860e-01  1.79184660e-01  7.65525829e-03 -2.24404633e-01
  2.48559535e-01  1.14579044e-01  3.99522930e-01  1.46140784e-01
  1.19166337e-01  2.47573942e-01  1.27622923e-02 -1.55767687e-02
  2.99348682e-01 -1.08459629e-01 -7.67525211e-02 -1.44719076e-03
  1.33472472e-01  1.04371466e-01 -8.12525824e-02  2.55285326e-04
 -1.70881361e-01  1.51136234e-01 -9.51657742e-02 -4.87609021e-03
  1.76278278e-02  8.68044272e-02  6.65521100e-02  2.09482074e-01
  1.98038816e-01 -1.75994307e-01 -3.24744940e-01  1.68219715e-01
  8.17343965e-02 -1.73944563e-01 -1.28276929e-01  4.69382703e-02
 -1.06031395e-01  3.31173502e-02  8.29107463e-02 -1.16910651e-01
 -1.28613447e-03 -4.94817078e-01 -1.61878139e-01  6.94901571e-02
  2.33693048e-01  1.42524429e-02  7.87403882e-02 -2.00137123e-01
  9.76002440e-02 -4.31479625e-02  2.14714855e-01  6.52628466e-02
  2.14597136e-02 -8.34175497e-02 -1.10876024e-01 -3.08541864e-01
 -3.29251796e-01 -2.43777215e-01 -2.08149776e-02 -1.48811877e-01
 -1.28121972e-01 -7.70979375e-02 -2.77210116e-01 -1.51462987e-01
  2.85373747e-01  2.24064872e-01  2.01416627e-01  8.02149773e-02
 -3.79764527e-01  2.58466333e-01 -2.81684101e-02 -5.10775410e-02
  3.99539500e-01  2.08764657e-01 -2.96089709e-01  4.59072441e-02]"
1733,"#1 NEW YORK TIMES BEST SELLER • Grisham returns to the courtroom and weaves a riveting tale of legal intrigue and corporate greed. Grisham's sixth spellbinding novel of legal intrigue and corporate greed displays all of the intricate plotting, fast-paced action, humor, and suspense that have made him the most popular author of our time. In his first courtroom thriller since A Time To Kill, John Grisham tells the story of a young man barely out of law school who finds himself taking on one of the most powerful, corrupt, and ruthless companies in America -- and exposing a complex, multibillion-dollar insurance scam. In his final semester of law school Rudy Baylor is required to provide free legal advice to a group of senior citizens, and it is there that he meets his first ""clients,"" Dot and Buddy Black. Their son, Donny Ray, is dying of leukemia, and their insurance company has flatly refused to pay for his medical treatments. While Rudy is at first skeptical, he soon realizes that the Blacks really have been shockingly mistreated by the huge company, and that he just may have stumbled upon one of the largest insurance frauds anyone's ever seen -- and one of the most lucrative and important cases in the history of civil litigation. The problem is, Rudy's flat broke, has no job, hasn't even passed the bar, and is about to go head-to-head with one of the best defense attorneys -- and powerful industries -- in America. Don’t miss John Grisham’s new book, THE EXCHANGE: AFTER THE FIRM!","[ 8.30818415e-02 -2.86572576e-01 -5.32986932e-02  7.80936256e-02
  1.03344684e-02  2.85441577e-01  2.31648549e-01  6.84294924e-02
  1.15433052e-01  1.46531209e-01 -2.92559732e-02 -3.83027904e-02
 -3.21316689e-01 -1.20491728e-01 -1.43180668e-01 -7.08076805e-02
  6.66791797e-02  1.33737043e-01 -6.99415430e-02 -4.88503538e-02
 -1.48154527e-01  1.69701293e-01  1.63309753e-03 -1.93486616e-01
  6.04822263e-02 -1.36617258e-01  4.01791483e-01  1.42291054e-01
  2.84083724e-01  7.93171972e-02  2.52088681e-02 -1.01863228e-01
  2.64751047e-01 -7.24582449e-02 -1.56934503e-02 -1.65913716e-01
  9.63513628e-02 -4.24579643e-02 -1.68798164e-01 -1.15351252e-01
 -2.68414110e-01  2.37291813e-01 -1.73080102e-01  9.32843462e-02
  1.93745196e-01  9.21704769e-02 -1.71751589e-01  8.30110759e-02
  1.49187773e-01  4.25536521e-02 -3.79872024e-01  2.39195094e-01
 -1.08595220e-02 -6.47438914e-02 -1.22098848e-01  4.93767709e-02
 -8.03579390e-02 -7.86444359e-03  5.18696867e-02 -8.53763148e-02
  2.76898500e-02 -3.79391223e-01  1.60295218e-02 -1.45167992e-01
  6.61708787e-02 -3.38323303e-02  1.32599473e-01 -1.59817725e-01
  1.08868085e-01  2.21597448e-01  1.15252212e-02  2.12402970e-01
  6.29804730e-02 -6.40310124e-02 -1.78679943e-01 -2.43923917e-01
 -2.40487203e-01 -2.82182008e-01 -1.20951759e-03 -1.50085166e-01
 -9.39163342e-02  3.17445546e-02 -9.97840986e-02 -4.86246422e-02
 -7.75403678e-02  1.83007434e-01  5.91246374e-02  2.45010883e-01
 -3.07412565e-01  3.24043721e-01  4.43208381e-04 -1.39251174e-02
  5.14465868e-01  2.30083942e-01 -1.98463485e-01  2.22743098e-02]"
